iter	Logloss
212	0.2473706326
213	0.2468448376
214	0.2461219485
215	0.2456928205
216	0.2453197028
217	0.24514242
218	0.2447740856
219	0.2446139458
220	0.2444030485
221	0.2442399675
222	0.243865914
223	0.2437614171
224	0.2434776668
225	0.2432792767
226	0.2429062348
227	0.2424797604
228	0.2419433689
229	0.2414826524
230	0.2407773972
231	0.2406288366
232	0.2406161318
233	0.2401810042
234	0.239540533
235	0.2388244057
236	0.238576369
237	0.2384055723
238	0.2382095979
239	0.2378649563
240	0.2369251877
241	0.235756123
242	0.2353565818
243	0.2346763593
244	0.2341200644
245	0.2339045445
246	0.2332288113
247	0.2329203836
248	0.232076803
249	0.2317441623
250	0.2312425152
251	0.2308147294
252	0.2304457689
253	0.2297933882
254	0.2293021225
255	0.2289375532
256	0.228300529
257	0.2277023517
258	0.2267361831
259	0.2260257272
260	0.2259823748
261	0.2258297546
262	0.2248535959
263	0.2247127689
264	0.2241171203
265	0.2238145372
266	0.2228950045
267	0.2221685038
268	0.2220479681
269	0.2215071995
270	0.221144402
271	0.2209694721
272	0.2206956453
273	0.2204080595
274	0.2201163794
275	0.2196429577
276	0.2193855211
277	0.2187349654
278	0.2184068313
279	0.2180342724
280	0.2176869586
281	0.2169640129
282	0.2162345392
283	0.216074969
284	0.2155020478
285	0.2152756979
286	0.2149891149
287	0.2142593177
288	0.2139820051
289	0.2136967751
290	0.2133356958
291	0.2131116887
292	0.2123152979
293	0.2121907746
294	0.2117981259
295	0.2110408743
296	0.2105385867
297	0.2104056926
298	0.2098247262
299	0.2097814899
300	0.2096572457
301	0.2089666216
302	0.2081867377
303	0.2078390182
304	0.2075971656
305	0.2075061996
306	0.2072093443
307	0.2065594287
308	0.2063635741
309	0.2060842753
310	0.2060046102
311	0.2058497432
312	0.205411649
313	0.2049005249
314	0.2047946431
315	0.2045063044
316	0.2044786171
317	0.2042909536
318	0.2041524449
319	0.2037538969
320	0.203633137
321	0.2033274039
322	0.2032128919
323	0.2027964885
324	0.202376858
325	0.2021827496
326	0.2020551353
327	0.2018905508
328	0.2014691627
329	0.2013299267
330	0.2009962531
331	0.200541898
332	0.2001729333
333	0.1997728177
334	0.1994002742
335	0.1989534604
336	0.1989018642
337	0.1988666119
338	0.197980568
339	0.1973381803
340	0.1972498123
341	0.1971897879
342	0.1965900481
343	0.1963648918
344	0.1957233436
345	0.1949197759
346	0.1942956382
347	0.1942108772
348	0.1939864398
349	0.193672593
350	0.1935801899
351	0.1931007222
352	0.19307069
353	0.1929253414
354	0.1925194979
355	0.1924390373
356	0.1918613197
357	0.1913412732
358	0.1912822989
359	0.1912689352
360	0.190504545
361	0.1900826873
362	0.1899188006
363	0.1895193721
364	0.1890333704
365	0.1886094802
366	0.1880375244
367	0.1879885289
368	0.1875349255
369	0.1874253219
370	0.1869675906
371	0.1865936074
372	0.1859483632
373	0.1854874147
374	0.1852100694
375	0.184947497
376	0.1847272059
377	0.1844242393
378	0.1844104435
379	0.1843421272
380	0.1840171843
381	0.1838514955
382	0.183779445
383	0.183299971
384	0.1827296553
385	0.182499976
386	0.1822012773
387	0.1819150025
388	0.181714219
389	0.1816621806
390	0.1812113891
391	0.1808840738
392	0.1806032677
393	0.1804500396
394	0.1803044136
395	0.1799552704
396	0.1797099368
397	0.179401057
398	0.1790219123
399	0.1790126872
400	0.1784973209
401	0.1783128857
402	0.1778816019
403	0.1775243135
404	0.1769048803
405	0.176681207
406	0.1763575621
407	0.1759340774
408	0.17565193
409	0.1749869033
410	0.1747156551
411	0.1742769003
412	0.1740929066
413	0.1736627653
414	0.1731214311
415	0.1728165428
416	0.1723938365
417	0.1720870436
418	0.1716409463
419	0.1713937265
420	0.1710264131
421	0.1708992821
422	0.170822213
423	0.1704703807
424	0.1701526017
425	0.1698360525
426	0.1695594249
427	0.1693702138
428	0.1691055776
429	0.1689512597
430	0.1685453888
431	0.1680589555
432	0.1677823403
433	0.1676344722
434	0.1675260868
435	0.167492047
436	0.1672932608
437	0.1669951669
438	0.1669844389
439	0.1666331337
440	0.1661282467
441	0.1659275141
442	0.1655990279
443	0.1654458585
444	0.1653019008
445	0.1649028897
446	0.1645658671
447	0.1642910635
448	0.1642837379
449	0.1642482834
450	0.1641064051
451	0.163712714
452	0.1635252751
453	0.1634538802
454	0.1632480667
455	0.1631859773
456	0.1628673528
457	0.1623636486
458	0.1620562159
459	0.1616949464
460	0.161316797
461	0.1609677703
462	0.1605997251
463	0.160551917
464	0.1604046308
465	0.160100678
466	0.1599522205
467	0.1598182681
468	0.1594248494
469	0.1590900054
470	0.1590596116
471	0.1586061895
472	0.1583254959
473	0.1579259266
474	0.1575418367
475	0.1573587782
476	0.157318709
477	0.156850933
478	0.1564589916
479	0.1562572277
480	0.1560227846
481	0.1558598132
482	0.1558214547
483	0.1558054868
484	0.1555756891
485	0.1552528311
486	0.1547239972
487	0.1544510168
488	0.1542210097
489	0.1540446284
490	0.1538545399
491	0.1536272636
492	0.1534724605
493	0.1532005937
494	0.1530198802
495	0.1527379404
496	0.1524807138
497	0.1524591543
498	0.1519180335
499	0.151862696
500	0.1515685722
501	0.1514164028
502	0.1512120802
503	0.1511654713
504	0.1509349108
505	0.150848198
506	0.150447257
507	0.1503169918
508	0.1502378688
509	0.1501688416
510	0.1499795838
511	0.1495291701
512	0.1492853634
513	0.149065326
514	0.1487749851
515	0.148510704
516	0.1481632365
517	0.1478485686
518	0.1476238241
519	0.1473734179
520	0.1472767824
521	0.1469096159
522	0.1465775992
523	0.1463942628
524	0.1460776551
525	0.1459269886
526	0.1455792687
527	0.1454583029
528	0.1454236084
529	0.1451415483
530	0.1448505083
531	0.1445166522
532	0.1444316609
533	0.1443440175
534	0.1442381687
535	0.1439993955
536	0.1437833169
537	0.1437029702
538	0.1436477518
539	0.1433310678
540	0.1430352368
541	0.1430126074
542	0.1429378167
543	0.1426759517
544	0.1423142865
545	0.1422528345
546	0.1419256937
547	0.1419021233
548	0.1418182748
549	0.1417653599
550	0.1414953782
551	0.1414316525
552	0.1412269056
553	0.141040122
554	0.1408920162
555	0.1407226853
556	0.1404992729
557	0.1404151006
558	0.1402913852
559	0.1400280874
560	0.1399058665
561	0.1396705939
562	0.1395070529
563	0.1394988569
564	0.1392936669
565	0.139116397
566	0.1388671905
567	0.1385072327
568	0.1383936468
569	0.1381580081
570	0.1379784841
571	0.1378853613
572	0.1377875789
573	0.1373108266
574	0.1370111277
575	0.1368972281
576	0.136617287
577	0.1364084745
578	0.1361848055
579	0.1361789114
580	0.1359501699
581	0.1356963146
582	0.1353888272
583	0.1352769755
584	0.1351164053
585	0.1348944506
586	0.1346933299
587	0.1344852249
588	0.1343939124
589	0.1341632694
590	0.1340158465
591	0.134011453
592	0.1339521564
593	0.1339468419
594	0.1337562361
595	0.1334277193
596	0.1334020356
597	0.1333501525
598	0.133144136
599	0.1330414182
600	0.1328916946
601	0.1327271705
602	0.1325252412
603	0.1323736465
604	0.1323372874
605	0.1321161012
606	0.1317892668
607	0.131625357
608	0.1311486159
609	0.1311423808
610	0.1309004814
611	0.1305406126
612	0.1304037184
613	0.1301512926
614	0.1299588133
615	0.1298235671
616	0.1296342473
617	0.1293894486
618	0.1290963579
619	0.1289942554
620	0.128491044
621	0.1284841529
622	0.1283005086
623	0.1281931677
624	0.1279689817
625	0.1275515099
626	0.1274171927
627	0.1272375149
628	0.1272073782
629	0.1267648958
630	0.1267415958
631	0.1266584413
632	0.1265412609
633	0.1264093012
634	0.1263998192
635	0.1260927167
636	0.1260063092
637	0.1259731418
638	0.1258220434
639	0.1256397572
640	0.1253941586
641	0.1252962946
642	0.1250186799
643	0.1248339735
644	0.1247505431
645	0.1246937809
646	0.1244494658
647	0.1244462807
648	0.1242589473
649	0.1240554563
650	0.1238183416
651	0.1236940488
652	0.123597252
653	0.1234252379
654	0.1231932624
655	0.122991905
656	0.122875802
657	0.1228626227
658	0.1227678536
659	0.1224711867
660	0.1224491053
661	0.1222341689
662	0.1220179471
663	0.1219632116
664	0.1217162326
665	0.1215036682
666	0.121447439
667	0.1212617915
668	0.1212355904
669	0.121071074
670	0.1209967425
671	0.1209911847
672	0.1207444694
673	0.1207315986
674	0.1206834446
675	0.1205259156
676	0.1205219309
677	0.1201906789
678	0.120039607
679	0.1198684899
680	0.1197345565
681	0.1195807455
682	0.1195071613
683	0.1193583478
684	0.1193153147
685	0.119144709
686	0.1188086755
687	0.118754712
688	0.1186019916
689	0.1185499617
690	0.1183646902
691	0.1182408078
692	0.1180622562
693	0.1180567204
694	0.1178485528
695	0.1177216315
696	0.1176837166
697	0.1176763313
698	0.117656934
699	0.1175001697
700	0.1173855299
701	0.1173007822
702	0.1172855337
703	0.117167051
704	0.1168494114
705	0.116831042
706	0.1167764828
707	0.1166279216
708	0.1162814089
709	0.1161030767
710	0.116021225
711	0.1158532204
712	0.115678458
713	0.1155073956
714	0.1151743244
715	0.1151348867
716	0.115042387
717	0.114807166
718	0.1148038605
719	0.114530941
720	0.1143187797
721	0.1142315438
722	0.1140255921
723	0.1139202374
724	0.1137212011
725	0.1136808393
726	0.1134860459
727	0.1134751076
728	0.1132946825
729	0.1130617331
730	0.1128864612
731	0.112841259
732	0.1126122087
733	0.1125176177
734	0.1124592283
735	0.1123188448
736	0.1121131391
737	0.1120895086
738	0.111996483
739	0.1118150134
740	0.111578635
741	0.1114497801
742	0.1114181602
743	0.1111340857
744	0.1108564532
745	0.1108511589
746	0.1107609586
747	0.1106813327
748	0.1105657019
749	0.1102981595
750	0.1101462351
751	0.1099906742
752	0.1099523018
753	0.1098222075
754	0.1098128981
755	0.1096176141
756	0.1093745682
757	0.1093704204
758	0.109139076
759	0.1090649482
760	0.1088299417
761	0.1086576953
762	0.1085379303
763	0.1082800582
764	0.1082407084
765	0.1080474643
766	0.1078970868
767	0.1077746435
768	0.1076384848
769	0.1074186459
770	0.1073963226
771	0.1072601904
772	0.1070857938
773	0.1068517974
774	0.1066616408
775	0.1066592566
776	0.1066293239
777	0.1065229777
778	0.1064398291
779	0.1062747157
780	0.106256382
781	0.1062520665
782	0.1062079952
783	0.1060699475
784	0.1059710919
785	0.1058792351
786	0.1057460758
787	0.1057141263
788	0.1057046459
789	0.1055160735
790	0.1054207005
791	0.1053289398
792	0.1052519611
793	0.1051277805
794	0.1048907051
795	0.1048824188
796	0.1047802342
797	0.1046832108
798	0.1046329512
799	0.104454852
800	0.1042953321
801	0.1041336549
802	0.1038402188
803	0.1037863653
804	0.1036779417
805	0.1036669886
806	0.1035777001
807	0.1034971187
808	0.1032741717
809	0.1030621625
810	0.1028665467
811	0.1027459186
812	0.1026410012
813	0.1026201762
814	0.1024141814
815	0.1022157171
816	0.1020193228
817	0.1019046685
818	0.1018013991
819	0.1016138474
820	0.1015679238
821	0.101557042
822	0.1013053867
823	0.1012289069
824	0.1012270243
825	0.1011491712
826	0.1009655517
827	0.100948808
828	0.1008593775
829	0.1008402882
830	0.1007434603
831	0.1007212418
832	0.1006487459
833	0.1006134879
834	0.1005788926
835	0.1005069326
836	0.1003637698
837	0.1002885497
838	0.1001346697
839	0.100091974
840	0.09997713271
841	0.09997386269
842	0.09987284815
843	0.09980408739
844	0.09973196698
845	0.09950949715
846	0.09941444988
847	0.09927156548
848	0.09914273147
849	0.0990203128
850	0.09891687281
851	0.0988040462
852	0.09880119697
853	0.09863110933
854	0.09857222477
855	0.09853666216
856	0.0984626807
857	0.09841955352
858	0.09836218421
859	0.09832429528
860	0.09822939761
861	0.09813621089
862	0.09808599845
863	0.09797456626
864	0.09792356556
865	0.09783287255
866	0.09771433504
867	0.09763157001
868	0.09762741817
869	0.09756072439
870	0.0974831975
871	0.09737231075
872	0.09725476134
873	0.09715939611
874	0.09708531227
875	0.09691301666
876	0.0967725799
877	0.09667308631
878	0.09659307201
879	0.09646210862
880	0.09645728242
881	0.09634260384
882	0.0962752147
883	0.09611434395
884	0.09604759739
885	0.09595320354
886	0.09594640154
887	0.09594476589
888	0.09583545545
889	0.09577200735
890	0.09574072159
891	0.09572289353
892	0.09565832219
893	0.09557715118
894	0.09546383184
895	0.095457733
896	0.09541795971
897	0.0952521812
898	0.09515720916
899	0.09501082194
900	0.09498575298
901	0.09495458031
902	0.09493309638
903	0.09482279192
904	0.09475711121
905	0.09463765697
906	0.09461605129
907	0.09444238586
908	0.09433062577
909	0.09431993123
910	0.09415227239
911	0.0940681393
912	0.09396715293
913	0.09382219021
914	0.09367323632
915	0.09365628027
916	0.09362847968
917	0.09353838852
918	0.09345254529
919	0.09330514984
920	0.09321282086
921	0.09305675465
922	0.09301458595
923	0.0928659738
924	0.0927736874
925	0.09276284632
926	0.09267810361
927	0.09259368925
928	0.09249718726
929	0.09239632396
930	0.09235863296
931	0.09234848596
932	0.09225923722
933	0.09214030771
934	0.09206378897
935	0.09200758205
936	0.09195673289
937	0.09188495486
938	0.09181326015
939	0.09159972181
940	0.09159728016
941	0.09149832316
942	0.09147831326
943	0.09127517467
944	0.09107901551
945	0.09106202452
946	0.09101612702
947	0.09099474063
948	0.09093742744
949	0.09082077425
950	0.09075521951
951	0.09072647755
952	0.09060244237
953	0.09057386062
954	0.09039333805
955	0.09030405145
956	0.09027280004
957	0.09016267516
958	0.09009837273
959	0.09009674539
960	0.09009512064
961	0.08994121987
962	0.08975643429
963	0.08956120484
964	0.08951706844
965	0.08946109515
966	0.08935716479
967	0.08935454263
968	0.08922488125
969	0.08916670147
970	0.08901333862
971	0.08900846529
972	0.08889655721
973	0.08887538367
974	0.08884506267
975	0.08867191491
976	0.08856497227
977	0.08856286882
978	0.08845731402
979	0.08830184424
980	0.08820536513
981	0.0881869419
982	0.08811803316
983	0.08810708683
984	0.08801359596
985	0.08801112582
986	0.08791296663
987	0.08788946436
988	0.08779978079
989	0.08766765987
990	0.08754098646
991	0.08736596833
992	0.0873474974
993	0.08734613734
994	0.08733276105
995	0.08719738514
996	0.08703755748
997	0.08700243214
998	0.08695817402
999	0.0868392905
